,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,篇名,作者,关键词,摘要
1838,1838,1838,1838,1838,1838,桔梗中三萜皂苷类成分及药理活性研究进展,"刘群,李伟,郑毅男,吴海峰","桔梗,三萜皂苷,药理活性","根据桔梗皂苷的研究历史,综述了桔梗中三萜皂苷类的成分及其药理活性.研究表明:桔梗作为一种食药同源的植物,具有很好的开发前景,值得进一步研究."
1839,1839,1839,1839,1839,1839,荠菜的营养成分研究进展,"杨恒拓,葛亚龙,余凡,高阳阳,刘存芳","荠菜,营养成分,开发利用,综述","荠菜是一种富含蛋白质、糖类、生物碱、纤维素、矿物质等多种营养成分的绿色食品,具有明目、止血、利肝气、补心脾、降血压和消炎抗菌等功效.荠菜色泽鲜艳,润滑爽口,味道鲜美,同时又具有药用价值,是药食同源植物,具有广阔的应用和开发前景.对荠菜中的营养成分进行综述,并从食品、医疗、化妆品等领域对荠菜的实用价值进行论述,展望其发展前景."
1840,1840,1840,1840,1840,1840,中医分期饮食护理对股骨粗隆间骨折患者的效果观察,"莫少媛,阮柳红","骨折患者,中医分期饮食护理,效果观察",目的探讨中医分期饮食护理对股骨粗隆间骨折患者恢复的效果。方法选择于我院治疗的股骨粗隆间骨折患者例，根据饮食护理方式的不同分为观察组与对照组各例，对照组给予传统饮食疗法，观察组在对照组的基础上依据中医药食同源的理论进行中医分期饮食护理，骨折早期护理以活血化瘀和行气消散为主，清淡饮食；骨折中期护理以止痛生新、接骨续筋为主；骨折后期护理以补肝益肾，和气补血为主，促进骨痂生长，舒筋活络。治疗结束后观察患者的恢复情况与愈合时间。结果对照组患者总有效率为.%，观察组患者的总有效率为.%，组间差异显著，具统计学意义（P＜.）。结论给予股骨粗隆间骨折患者中医分期饮食护理能够有效促进患者健康的恢复，且无不良作用，值得临床推广。
1841,1841,1841,1841,1841,1841,具有中医药特色的食品科学与工程专业建设实践,"陈卫卫,陈明伟,李媛,莫金银,易蔚","食品科学与工程,专业建设,中医药特色","随着城乡居民生活水平的不断提高,人们对食品的要求也已从“吃饱”、“吃好”转变到“吃出健康”,与此同时,我国食品工业的快速发展,对食品专业人才的需求也日益增加.在我国传统中医药特色文化中,“药食同源”理论辩证统一,而现代食品科学与中医药理论之间的交叉融合也日益增多.社会急需一批既掌握现代食品工程技术、又有一定中医药基础理论的复合型人才.因此,培养具有中医药理论的高层次食品专业人才显得尤为重要."
1842,1842,1842,1842,1842,1842,泰州市不同来源沙门菌耐药性及PFGE分子分型研究,"董洪燕,马智龙,陆祥彬,徐妍","沙门菌,血清型分布,耐药性,PFGE","目的了解泰州市沙门菌的血清型、耐药性以及基因型分布情况,为沙门菌病防治提供依据.方法将年泰州市腹泻病人、健康从业人员以及食品(猪肉)中分离的株沙门菌进行生化、血清学鉴定、药敏试验以及PFGE分型,并运用BioNumeries软件分析菌株之间的相似度.结果泰州市沙门菌血清型主要以德尔卑,肠炎以及鸭沙门菌为主,其次为鼠伤寒,伦敦,阿贡纳,山夫顿堡沙门菌.药敏试验表明,腹泻病人分离株耐药性占.％,耐及以上占％;健康从业人员分离株耐药性占.％,耐及以上占.％;食品(猪肉)分离株耐药性占.％,耐及以上占.％.PFGE结果表明,我市种主要沙门菌PFGE带型种类多,相似度大于％,各亲缘关系较近,有％同源菌株存在.结论泰州市沙门菌分离株耐药性较强,耐药谱广;PFGE是一种灵敏、可靠的研究沙门菌分子流行病学的基因分型方法,泰州市沙门菌基因型呈多态分布,但具有流行相关性."
1843,1843,1843,1843,1843,1843,苦瓜保健功能研究进展,冯伟,"苦瓜,保健,降血糖,抗肿瘤,抗菌",苦瓜作为一种药食同源的植物，不但富含丰富的营养成分，还具备诸多保健功能，降血糖、降血脂、抗氧化、抗肿瘤等。该文在参考文献资料的基础之上，对苦瓜的几种保健功能作一综述，以期为苦瓜研究的理论研究提供参考。
1844,1844,1844,1844,1844,1844,湖南省食源性德尔卑沙门菌耐药谱及PFGE分型研究,"王岚,贾华云,陈帅,胡旃,张林青,刘建琪,张红","德尔卑沙门菌,耐药谱,脉冲场凝胶电泳,分子分型","目的了解湖南省食源性德尔卑沙门菌的耐药谱及分子分型,建立沙门菌指纹图谱数据库.方法运用肉汤稀释法对食源性德尔卑沙门菌进行药敏试验,并采用脉冲场凝胶电泳法(PFGE)进行分子分型.结果株德尔卑沙门菌中,有株对种以上抗生素耐药(.％),有株多重耐药菌株(.％)；德尔卑沙门菌分为种PFGE型,其中有种PFGE型的菌株数超过株.结论湖南省食源性德尔卑沙门菌分离株呈高耐药和多重耐药趋势,PFGE分子型别呈多态性,有同源菌株存在,PFGE分型为食源性疾病溯源和预警提供技术基础."
1845,1845,1845,1845,1845,1845,蒋士卿教授治疗恶性肿瘤学术思想及临床经验拾零,薛佳茜,"蒋士卿,恶性肿瘤,毒性药物,学术思想","目的:总结蒋士卿教授治疗恶性肿瘤的学术思想与临床经验.方法:从毒性药物的合理运用、中医理论的继承创新、中西医的互补结合及药食同源等几个方面进行总结分析.结果:蒋士卿教授在治疗恶性肿瘤方面有深厚的理论基础和丰富的临床经验,运用毒性药物及相反药物胸有成竹,常用药物有白芥子、露蜂房、制天南星、急性子、黄药子、全蝎、蜈蚣、山慈菇、雄黄、制马钱子、细辛等,深得古方之旨,培补后天之本,治从脾胃,推崇药食同源,讲究煎服方法,所用方药精到,方用:清半夏g,川黄连g,黄芩g,干姜g,党参g,甘草g,急性子g,威灵仙g,炒苍术g,陈皮g,川朴g,茯苓g,香附g,高良姜g,公丁香(后下)g,砂仁(后下)g,鸡血藤g,治疗效果显著.结论:蒋士卿教授治疗恶性肿瘤的学术思想及临床经验值得进一步学习和探讨研究."
1846,1846,1846,1846,1846,1846,无公害韭菜生产技术,"左建国,左波华","无公害韭菜,营养价值,蔬菜生产,多年生草本植物,百合科葱属,栽培历史,药用价值,蔬菜品种,润肠通便,调味蔬菜,纤维素,组成,种植,中国,医疗,叶鞘,叶片,叶肥,行气,同源","韭菜(AlliumtuberosumRottl.exSpr.)又名起阳草、草钟乳、懒人菜等,为百合科葱属(Alliumtubrcosum)多年生草本植物,原产于中国,以其具有独特的风味和营养价值而深受人们的欢迎和喜爱,是人们一年四季喜食的蔬菜品种之一.韭菜在我国不仅有着悠久的栽培历史,而且栽培范围极为广泛,全国大部分地区都有种植,其作为一种传统蔬菜在我国蔬菜生产中占有非常重要的地位.韭菜的主要食用部位是嫩叶和以叶鞘组成的假茎,其叶片叶肥色绿、气味芳香、味美适口.韭菜的营养价值极高,富含纤维素,同时还有很高的医疗和药用价值,具有补肾起阳、健胃提神、止汗固涩、行气理血、润肠通便等功效,是食药同源的调味蔬菜."
1847,1847,1847,1847,1847,1847,新型红枣米酒饮料的研制,"叶阳,王洋,刘红梅","红枣,米酒,饮料,工艺优化","以米酒为酒基,通过添加药食同源红枣,研制具有补气养血安神的低度保健米酒饮料.结果表明红枣米酒饮料的最佳工艺为:甜酒曲加入量.％,糖化时间h,糖化温度℃,发酵时间d～d,红枣汁加入量％.此时,红枣米酒饮料中VC含量为.×-mg/mL,还原糖含量为mg/mL,澄清度为.％,蛋白质含量.g/L,产品营养丰富,酒味纯正."
1848,1848,1848,1848,1848,1848,白花木瓜营养成分分析,"尹继庭,姜力,姜永新,左成琳,江鸿建,赵平","白花木瓜,营养成分","木瓜在我国栽培历史悠久,是常用的中药材品种之一,也是重要的药食同源资源之一.现代化学和药理学研究结果表明,木瓜富含有机酸类、三萜类、黄酮类、蛋白质、多种氨基酸和微量元素,有抗菌消炎、抗肿瘤、保肝和免疫调节等生理功效.由于其临床应用广泛.近年又被应用于化妆品和保健品领域,成为研究热点之一._xD_
云南省云县产白花木瓜为木瓜属毛叶木瓜(C.cathayensis)的一个变种,在该地区有大量栽培,其果实酸味适中,是司岗里木瓜发酵果酒的优质原料.为充分开发利用该资源提供科学依据,本研究分析其主要营养成分."
1849,1849,1849,1849,1849,1849,南美白对虾弧菌病病原的分离和鉴定,金春英,"轮虫弧菌,南美白对虾,病原菌,SrRNA,药敏试验","年夏季广东湛江养殖南美白对虾(Penaeusvannamei)暴发弧菌病.症状主要表现为对外界刺激反应迟钝、食欲减退、体表发红、肌肉白浊、腮部变黄溃烂.从病虾肝胰腺分离出优势菌并命名为E.经人工感染发现,分离株感染试验虾出现与自然发病虾相似的症状,确定该菌为导致本次弧菌病爆发的病原菌.对E进行鉴定揭示该菌革兰氏染色阴性,菌体呈短杆状,极生单鞭毛.形态学观察和生理生化特征测定表明,E与弧菌属的轮虫弧菌Vibriorotiferianus最为接近.为了进一步确定其分类地位,对SrRNA进行序列分析和同源性对比,并构建系统发育树,结果表明菌株E与轮虫弧菌V.rotiferianus聚为个分支,且同源性达.％.综合上述鉴定结果,引起湛江地区南美白对虾弧菌病的病原被鉴定为轮虫弧菌.这是第一次轮虫弧菌作为海水动物病原菌被报道.药敏试验结果表明,氨苄青霉素、羧苄青霉素和青霉素G这三个青霉素类药物对轮虫弧菌E抑制作用最强,但该菌株对庆大霉素、卡那霉素、林可霉素、甲硝唑、链霉素和多粘菌素B不敏感."
1850,1850,1850,1850,1850,1850,中医药防治产后缺乳,任文杰,"产后缺乳,中医调护,调节情志","母乳是新生儿的理想食物,随着人们健康意识的不断增强,母乳喂养被越来越多的人重视.但由于多种社会因素影响,产后缺乳已成为母乳喂养困难的主要原因,给产妇及产妇家属带来了很多不便和经济上的严重负担,最严重的是影响了婴幼儿的生长发育.本文从中医的药食同源、治未病、调情志等多种角度阐释中医药防治产后缺乳."
1851,1851,1851,1851,1851,1851,植物提取液对脐橙致腐青霉菌的抑菌研究,"杨文侠,邓利珍,周亮,钟八莲,赖特明,ChunJ","脐橙,植物提取液,青霉菌,抑菌作用","从霉变赣南脐橙表皮分离出致病青霉菌,选择药食同源植物以％乙醇为浸提剂,进行超声波提取研究,对比了不同浓度提取物的抑菌特性.实验结果表明种材料的提取物,对青霉菌的菌丝生长没有显著的抑制作用,而对孢子萌发生长有抑制效果.超声波提取物效果最好的是丁香、厚朴和肉桂,其次为丹参,而甘草、苦参和大青等无抑制效果.实验初步确定了能抑制孢子萌发的提取物最小有效抑菌浓度,并在脐橙贮藏中进行应用,肉桂、丁香和厚朴提取液处理的脐橙贮藏d,失重率、腐烂率以及总糖、总酸和Ve的消耗均低于对照,表现出较好的防腐保鲜作用."
1852,1852,1852,1852,1852,1852,桑叶药用价值与应用,"庄愉,盛家镛","桑树,桑叶,药用价值","将药食同源的桑叶加工为桑叶茶是一种保健饮品,桑叶是一种营养结构非常丰富的天然物质,内含多种维生素、微量元素、氨基酸、粗蛋白、植物纤维、类黄酮和多酚类成分,还含有多种对人体有益的生物活性物质.常喝桑叶茶具有降血糖、降血压、降血脂、减肥、抗肿瘤、抗衰老、解毒等功能.与茶叶不同的事,桑叶里不含咖啡碱,因而不必担心饮桑茶对人体产生的副作用.桑茶原料选择“桑茶号”专用品种为桑茶中佳品."
1853,1853,1853,1853,1853,1853,炮制、体内转化过程与人参皂苷潜在构效关系相关性的探讨,"金鑫,张振海,孙娥,刘其媛,贾晓斌","人参皂苷,炮制,生物转化,构效关系","人参是少数在世界范围内使用的药食同源的中药之一,其主要活性成分被认为是人参皂苷.在过去几十年中,对于其化学结构和药理活性的研究,已经取得了显著的进展.但是迄今为止,尚未有关于人参炮制、体内转化过程的具体描述,对于上述过程中产生的稀有皂苷为何增强抗癌活性的探讨也并未明确.因此,该文首先描述了人参中人参皂苷的多样性,包括天然产生人参皂苷以及炮制或生物转化过程所产生的特有皂苷.接着对炮制或体内转化过程进行了归纳总结,并探讨了稀有皂苷与抗癌活性存在的潜在构效关系.了解这些化学变化以及药理活性之间的相关性,可以为提高人参皂苷的抗癌活性提供新的思路,并有利于发展新的抗癌药物."
